ticker,cex,symbolToken,scToken,decToken,tickerPair,symbolPair,scPair,decPair,chain,favorite,dex_metax_ctd,dex_metax_dtc,dex_metax_pnl,dex_jumpx_ctd,dex_jumpx_dtc,dex_jumpx_pnl,dex_kyber_ctd,dex_kyber_dtc,dex_kyber_pnl,dex_okx_ctd,dex_okx_dtc,dex_okx_pnl,dex_krystal_ctd,dex_krystal_dtc,dex_krystal_pnl,feeWd_token_usdt,feeWd_pair_usdt,wd_token_ok,dp_pair_ok
"DOGE","binance","DOGEUSDT","0xba2ae424d960c26247dd6c32edc70b295c744c43","8","BTC","BTCUSDT","0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.2","2.8e-7","1","1"
"DOT","binance","DOTUSDT","0x7083609fce4d1d8dc0c979aab8c869ea2c873402","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.013","2.8e-7","1","1"
"ETC","binance","ETCUSDT","0x3d6545b08693dae087e957cb1180ee38b9e3c25e","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0023","2.8e-7","1","1"
"ETH","binance","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0000089","2.8e-7","1","1"
"FDUSD","binance","FDUSDUSDT","0xc5f0f7b66764f6ec8c8dff7ba683102295e16409","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.01","2.8e-7","1","1"
"FLUX","binance","FLUXUSDT","0xaff9084f2374585879e8b434c399e29e80cce635","8","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.4","2.8e-7","1","1"
"IOTA","binance","IOTAUSDT","0xd944f1d1e9d5f9bb90b62f9d45e447d989580782","6","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.33","2.8e-7","1","1"
"IOTX","binance","IOTXUSDT","0x9678e42cebeb63f23197d726b29b1cb20d0064e5","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.52","2.8e-7","1","1"
"LINK","binance","LINKUSDT","0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0021","2.8e-7","1","1"
"LISTA","binance","LISTAUSDT","0xfceb31a79f71ac9cbdcf853519c1b12d379edc46","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.23","2.8e-7","1","1"
"LTC","binance","LTCUSDT","0x4338665cbb7b2485a8855a139b75d5e34ab0db94","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00034","2.8e-7","1","1"
"PHA","binance","PHAUSDT","0x0112e557d400474717056c4e6d40edd846f38351","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.5","2.8e-7","1","1"
"QI","binance","QIUSDT","0x8729438eb15e2c8b576fcc6aecda6a148776c0f5","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","12","2.8e-7","0","1"
"SOL","binance","SOLUSDT","0x570a5d26f7765ecb712c0924e4de545b89fd43df","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00021","2.8e-7","1","1"
"THE","binance","THEUSDT","0xf4c8e32eadec4bfe97e0f595add0f4450a863a11","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.14","2.8e-7","1","1"
"WIN","binance","WINUSDT","0xaef0d72a118ce24fee3cd1d43d383897d05b4e99","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","911","2.8e-7","1","1"
"XLM","binance","XLMUSDT","0x43c934a845205f0b514417d757d7235b8f53f1b9","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.12","2.8e-7","1","1"
"XRP","binance","XRPUSDT","0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe","18","BTC","BTCUSDT","0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.013","2.8e-7","1","1"
"ZEC","binance","ZECUSDT","0x1ba42e5193dfa8b03d15dd1b86a3113bbbef8eeb","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.000083","2.8e-7","1","1"
"ZRO","binance","ZROUSDT","0x6985884c4392d348587b19cb9eaaf157f13271cd","18","BTC","BTCUSDT","0x7130d2a12b9bcbfae4f2634d864a1ee1ce3ead9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0086","2.8e-7","1","1"
"C98","binance","C98USDT","0xaec945e04baf28b135fa7c640f624f8d90f1c3a6","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.67","0.014","1","1"
"CHESS","binance","CHESSUSDT","0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","6.68","0.014","1","1"
"DOGE","binance","DOGEUSDT","0xba2ae424d960c26247dd6c32edc70b295c744c43","8","CAKE","CAKEUSDT","0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.2","0.014","1","1"
"HOOK","binance","HOOKUSDT","0xa260e12d2b924cb899ae80bb58123ac3fee1e2f0","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.47","0.014","1","1"
"INJ","binance","INJUSDT","0xa2b726b1145a4773f68593cf171187d8ebe4d495","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0062","0.014","1","1"
"LTC","binance","LTCUSDT","0x4338665cbb7b2485a8855a139b75d5e34ab0db94","18","CAKE","CAKEUSDT","0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00034","0.014","1","1"
"SFP","binance","SFPUSDT","0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.065","0.014","1","1"
"TWT","binance","TWTUSDT","0x4b0f1812e5df2a09796481ff14017e6005508003","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.038","0.014","1","1"
"UNI","binance","UNIUSDT","0xbf5140a22578168fd562dccf235e5d43a02ce9b1","18","CAKE","CAKEUSDT","0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0054","0.014","1","1"
"WIN","binance","WINUSDT","0xaef0d72a118ce24fee3cd1d43d383897d05b4e99","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","911","0.014","1","1"
"WOO","binance","WOOUSDT","0x4691937a7508860f876c9c0a2a617e7d9e945d4b","18","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.09","0.014","1","1"
"XRP","binance","XRPUSDT","0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe","18","CAKE","CAKEUSDT","0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.013","0.014","1","1"
"ZIL","binance","ZILUSDT","0xb86abcb37c3a4b64f74f59301aff131a1becc787","12","CAKE","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","4.75","0.014","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","CGPT","CGPTUSDT","0x9840652dc04fb9db2c43853633f0f62be6f00f98","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","0.93","1","1"
"PHB","binance","PHBUSDT","0x0409633a72d846fc5bbe2f98d88564d35987904d","18","CGPT","CGPTUSDT","0x9840652dc04fb9db2c43853633f0f62be6f00f98","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.17","0.93","1","1"
"GMT","binance","GMTUSDT","0x3019bf2a2ef8040c242c9a4c5c4bd4c81678b2a1","8","CHR","CHRUSDT","0xf9cec8d50f6c8ad3fb6dccec577e05aa32b224fe","6","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.81","0.9","1","1"
"JASMY","binance","JASMYUSDT","0x15669cf161946c09a8b207650bfbb00e3d8a2e3e","18","CHR","CHRUSDT","0xf9cec8d50f6c8ad3fb6dccec577e05aa32b224fe","6","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.4","0.9","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","COMP","COMPUSDT","0x52ce071bd9b1c4b00a0b92d298c512478cad67e8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","0.001","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","COS","COSUSDT","0x96dd399f9c3afda1f194182f71600f1b65946501","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","11","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","DODO","DODOUSDT","0x67ee3cb086f8a16f34bee3ca72fad36f7db929e2","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","1.27","1","1"
"JASMY","binance","JASMYUSDT","0x15669cf161946c09a8b207650bfbb00e3d8a2e3e","18","DOGE","DOGEUSDT","0xba2ae424d960c26247dd6c32edc70b295c744c43","8","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.4","0.2","1","1"
"SOL","binance","SOLUSDT","0x570a5d26f7765ecb712c0924e4de545b89fd43df","18","DOGE","DOGEUSDT","0xba2ae424d960c26247dd6c32edc70b295c744c43","8","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00021","0.2","1","1"
"NEAR","binance","NEARUSDT","0x1fa4a73a3f0133f0025378af00236f3abdee5d63","18","DOT","DOTUSDT","0x7083609fce4d1d8dc0c979aab8c869ea2c873402","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.015","0.013","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","DUSK","DUSKUSDT","0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","0.18","1","1"
"ID","binance","IDUSDT","0x2dff88a56767223a5529ea5960da7a3f5f766406","18","EDU","EDUUSDT","0xbdeae1ca48894a1759a8374d63925f21f2ee2639","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.48","0.26","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","ETC","ETCUSDT","0x3d6545b08693dae087e957cb1180ee38b9e3c25e","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","0.0023","1","1"
"JASMY","binance","JASMYUSDT","0x15669cf161946c09a8b207650bfbb00e3d8a2e3e","18","ETC","ETCUSDT","0x3d6545b08693dae087e957cb1180ee38b9e3c25e","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.4","0.0023","1","1"
"BAT","binance","BATUSDT","0x101d82428437127bf1608f699cd651e6abf9766e","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.2","0.0000089","1","1"
"BEAMX","binance","BEAMXUSDT","0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","10","0.0000089","1","1"
"CFX","binance","CFXUSDT","0x045c4324039da91c52c55df5d785385aab073dcf","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.31","0.0000089","1","1"
"COMP","binance","COMPUSDT","0x52ce071bd9b1c4b00a0b92d298c512478cad67e8","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.001","0.0000089","1","1"
"COS","binance","COSUSDT","0x96dd399f9c3afda1f194182f71600f1b65946501","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","11","0.0000089","1","1"
"COTI","binance","COTIUSDT","0xadbaf88b39d37dc68775ed1541f1bf83a5a45feb","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.49","0.0000089","1","1"
"CTK","binance","CTKUSDT","0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929","6","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.12","0.0000089","1","1"
"DOT","binance","DOTUSDT","0x7083609fce4d1d8dc0c979aab8c869ea2c873402","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.013","0.0000089","1","1"
"DUSK","binance","DUSKUSDT","0xb2bd0749dbe21f623d9baba856d3b0f0e1bfec9c","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.18","0.0000089","1","1"
"EGLD","binance","EGLDUSDT","0xbf7c81fff98bbe61b40ed186e4afd6ddd01337fe","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0047","0.0000089","1","1"
"FDUSD","binance","FDUSDUSDT","0xc5f0f7b66764f6ec8c8dff7ba683102295e16409","18","ETH","ETHUSDT","0x2170Ed0880ac9A755fd29B2688956BD959F933F8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.01","0.0000089","1","1"
"FET","binance","FETUSDT","0x031b41e504677879370e9dbcf937283a8691fa7f","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.083","0.0000089","1","1"
"INJ","binance","INJUSDT","0xa2b726b1145a4773f68593cf171187d8ebe4d495","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0062","0.0000089","1","1"
"IOTA","binance","IOTAUSDT","0xd944f1d1e9d5f9bb90b62f9d45e447d989580782","6","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.33","0.0000089","1","1"
"IOTX","binance","IOTXUSDT","0x9678e42cebeb63f23197d726b29b1cb20d0064e5","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3.52","0.0000089","1","1"
"KNC","binance","KNCUSDT","0xfe56d5892bdffc7bf58f2e84be1b2c32d21c308b","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.14","0.0000089","1","1"
"LINK","binance","LINKUSDT","0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0021","0.0000089","1","1"
"MASK","binance","MASKUSDT","0x2ed9a5c8c13b93955103b9a7c167b67ef4d568a3","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.042","0.0000089","1","1"
"MAV","binance","MAVUSDT","0xd691d9a68c887bdf34da8c36f63487333acfd103","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.4","0.0000089","1","1"
"NEAR","binance","NEARUSDT","0x1fa4a73a3f0133f0025378af00236f3abdee5d63","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.015","0.0000089","1","1"
"ONT","binance","ONTUSDT","0xfd7b3a77848f1c2d67e05e54d78d174a0c850335","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.46","0.0000089","1","1"
"PENDLE","binance","PENDLEUSDT","0xb3ed0a426155b79b898849803e3b36552f7ed507","18","ETH","ETHUSDT","0x2170Ed0880ac9A755fd29B2688956BD959F933F8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.015","0.0000089","1","1"
"PHA","binance","PHAUSDT","0x0112e557d400474717056c4e6d40edd846f38351","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.5","0.0000089","1","1"
"SAND","binance","SANDUSDT","0x67b725d7e342d7b611fa85e859df9697d9378b2e","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.24","0.0000089","1","1"
"SHIB","binance","SHIBUSDT","0x2859e4544c4bb03966803b044a93563bd2d0dd4d","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","3162","0.0000089","1","1"
"SLP","binance","SLPUSDT","0x070a08beef8d36734dd67a491202ff35a6a16d97","18","ETH","ETHUSDT","0x2170Ed0880ac9A755fd29B2688956BD959F933F8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","30","0.0000089","1","1"
"SNX","binance","SNXUSDT","0x9ac983826058b8a9c7aa1c9171441191232e8404","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.063","0.0000089","1","1"
"SOL","binance","SOLUSDT","0x570a5d26f7765ecb712c0924e4de545b89fd43df","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.00021","0.0000089","1","1"
"SUSHI","binance","SUSHIUSDT","0x947950bcc74888a40ffa2593c5798f11fc9124c4","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.097","0.0000089","1","1"
"THE","binance","THEUSDT","0xf4c8e32eadec4bfe97e0f595add0f4450a863a11","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.14","0.0000089","1","1"
"TRX","binance","TRXUSDT","0xce7de646e7208a4ef112cb6ed5038fa6cc6b12e3","6","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.062","0.0000089","1","1"
"UNI","binance","UNIUSDT","0xbf5140a22578168fd562dccf235e5d43a02ce9b1","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0054","0.0000089","1","1"
"WIN","binance","WINUSDT","0xaef0d72a118ce24fee3cd1d43d383897d05b4e99","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","911","0.0000089","1","1"
"WOO","binance","WOOUSDT","0x4691937a7508860f876c9c0a2a617e7d9e945d4b","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","1.09","0.0000089","1","1"
"XLM","binance","XLMUSDT","0x43c934a845205f0b514417d757d7235b8f53f1b9","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.12","0.0000089","1","1"
"XRP","binance","XRPUSDT","0x1d2f0da169ceb9fc7b3144628db156f3f6c60dbe","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.013","0.0000089","1","1"
"XTZ","binance","XTZUSDT","0x16939ef78684453bfdfb47825f8a5f714f12623a","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.049","0.0000089","1","1"
"YFI","binance","YFIUSDT","0x88f1a5ae2a3bf98aeaf342d26b30a79438c9142e","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0000073","0.0000089","1","1"
"ZEC","binance","ZECUSDT","0x1ba42e5193dfa8b03d15dd1b86a3113bbbef8eeb","18","ETH","ETHUSDT","0x2170ed0880ac9a755fd29b2688956bd959f933f8","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.000083","0.0000089","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","FDUSD","FDUSDUSDT","0xc5f0f7b66764f6ec8c8dff7ba683102295e16409","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","0.01","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","GMT","GMTUSDT","0x3019bf2a2ef8040c242c9a4c5c4bd4c81678b2a1","8","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","1.81","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","HFT","HFTUSDT","0x44ec807ce2f4a6f2737a92e985f318d035883e47","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","1.39","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","HIGH","HIGHUSDT","0x5f4bde007dc06b867f86ebfe4802e34a1ffeed63","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","0.14","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","ID","IDUSDT","0x2dff88a56767223a5529ea5960da7a3f5f766406","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","0.48","1","1"
"FET","binance","FETUSDT","0x031b41e504677879370e9dbcf937283a8691fa7f","18","INJ","INJUSDT","0xa2b726b1145a4773f68593cf171187d8ebe4d495","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.083","0.0062","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","IOTX","IOTXUSDT","0x9678e42cebeb63f23197d726b29b1cb20d0064e5","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","3.52","1","1"
"CAKE","binance","CAKEUSDT","0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82","18","JASMY","JASMYUSDT","0x15669cf161946c09a8b207650bfbb00e3d8a2e3e","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.014","3.4","1","1"
"INJ","binance","INJUSDT","0xa2b726b1145a4773f68593cf171187d8ebe4d495","18","LINK","LINKUSDT","0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd","18","bsc","false","35","30","1","80","70","1","50","40","1","120","100","1","100","80","1","0.0062","0.0021","1","1"
